report_id,timestamp,unit_id,reporter_role,location,age_band,channel,free_text,category_label,urgency_label,status
96,2025-10-05 09:35:08,NW-ACF-035,Parent/Carer,Training Weekend,Under 12,Online form,Cadet showed staff messages received on social media containing threats and humiliating comments from peers. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Online safety,Critical,Closed
97,2026-01-22 01:32:08,NW-ACF-041,Adult Volunteer (CFAV),Home,Under 12,Phone call,Cadet has been talking positively about extremist groups and has shared online content that appears to support violent ideologies. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Radicalisation / extremism,High,In progress
98,2025-10-10 22:45:08,NW-ACF-058,Adult Volunteer (CFAV),Home,15-17,Online form,Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Physical safety,High,Open
99,2025-12-11 00:55:08,NW-ACF-001,Other,Online session,18+,Email,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.,Radicalisation / extremism,High,In progress
100,2025-09-25 18:55:08,NW-ACF-093,Parent/Carer,Training Weekend,Under 12,Email,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.",Physical safety,High,Closed
101,2025-10-30 01:08:08,NW-ACF-032,Other,Field Exercise,18+,In person,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Physical safety,Medium,Open
102,2026-01-02 00:06:08,NW-ACF-049,Parent/Carer,Training Weekend,18+,In person,"Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Abuse by adult in organisation,Critical,Closed
103,2025-11-08 23:47:08,NW-ACF-057,Adult Volunteer (CFAV),Parade Night - Detachment,15-17,Email,"Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Exploitation / trafficking,Low,In progress
104,2025-09-23 04:59:08,NW-ACF-025,Cadet,Parade Night - Detachment,12-14,Online form,Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Abuse by adult in organisation,High,Open
105,2025-10-28 07:48:08,NW-ACF-026,Adult Volunteer (CFAV),Home,15-17,Phone call,Cadet has been talking positively about extremist groups and has shared online content that appears to support violent ideologies. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.,Radicalisation / extremism,Critical,Closed
106,2025-10-06 23:52:08,NW-ACF-017,Other,Annual Camp,15-17,Other,"Cadet described frequent shouting and arguments at home, saying the atmosphere is tense and they struggle to relax there. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically.",Home issues,Low,In progress
107,2025-09-19 19:11:08,NW-ACF-043,Cadet,Field Exercise,15-17,Online form,Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Abuse by adult in organisation,Critical,Closed
108,2025-10-11 22:55:08,NW-ACF-061,Cadet,Home,12-14,Phone call,"Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Abuse by adult in organisation,High,Closed
109,2025-10-03 18:52:08,NW-ACF-093,Cadet,Training Weekend,18+,In person,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.,Home issues,Low,Open
110,2025-09-17 10:24:08,NW-ACF-050,Cadet,Home,15-17,Other,"Cadet has become increasingly argumentative with peers and staff, with incidents of raised voices and refusal to follow instructions. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.",Behaviour / conduct,Critical,In progress
111,2025-12-14 06:39:08,NW-ACF-034,Other,Training Weekend,12-14,Phone call,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Radicalisation / extremism,High,Open
112,2025-11-11 20:11:08,NW-ACF-018,Parent/Carer,Home,18+,Email,Cadet disclosed that messages in the detachment group chat have become hostile and targeted towards them. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,Bullying,Medium,Closed
113,2025-10-10 03:32:08,NW-ACF-017,Parent/Carer,Home,12-14,In person,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Physical safety,Medium,Open
